As,Cd,Cr,Cu,Fe,Mn,Ni,Pb,Zn,Hg,Co,Al,Se,Sb,Ba,V,sample_id,lat,long,HPI
10.099,4.823,11.126,7.686,15.147,12.587,15.829,27.963,29.292,35.025,25.687,3.552,30.711,7.214,30.241,14.334,Kesharpura,23.91527778,73.14527778,23.94
22.911,28.016,68.214,6.122,45.33,5.148,80.24,90.438,71.068,41.231,63.234,87.369,44.814,20.569,52.45,52.774,Sidhpur,23.91666667,72.3625,40.19
29.189,3.409,29.78,29.737,39.08,29.19,28.899,75.806,66.897,7.491,41.448,36.75,1.013,70.963,18.592,53.94,Chandap_DW,23.92333333,72.85333333,19.37
0.563,5.278,2.225,0.942,5.41,6.671,14.892,7.454,13.281,4.796,13.575,14.569,7.451,2.167,8.248,2.512,Wadali,23.93333333,73.03333333,5
27.205,65.017,6.932,62.907,3.184,2.956,28.869,61.215,10.422,59.67,15.637,5.669,39.452,69.589,49.126,30.918,Jhajahm,23.94583333,71.33888889,56.38
31.111,125.729,56.432,11.189,121.244,50.475,61.626,22.214,73.651,111.305,46.053,86.766,3.875,118.026,85.049,98.631,Jhaloti,23.95,73.3375,97.32
165.856,85.402,35.69,74.008,47.531,24.042,186.211,30.379,12.886,86.835,77.286,188.836,40.187,67.248,5.95,159.242,Abhapur,23.96416667,73.25805556,85.82
34.452,18.127,32.463,21.037,6.725,3.576,3.234,15.756,10.333,34.221,8.54,24.354,1.701,27.445,22.538,31.972,Kherwada,23.96944444,73.23361111,26.88
5.88,1.788,7.09,5.131,0.617,3.703,0.818,7.296,6.52,5.33,4.767,7.224,5.786,7.42,6.508,7.298,Atarsumba,23.98611111,73.20833333,5
1.036,3.109,1.369,0.889,0.712,4.361,7.31,1.036,0.589,6.846,3.886,7.492,4.301,3.04,2.333,6.742,Timba_1,23.98722222,72.75888889,5
7.586,11.515,9.381,7.385,5.278,1.651,1.472,2.294,3.109,3.043,10.662,0.212,2.609,5.542,2.048,3.191,Silwad,24.00833333,73.11666667,5
26.268,73.523,40.558,5.363,15.818,83.174,7.282,18.941,12.418,55.386,71.519,5.099,61.043,76.913,57.23,59.503,Vijaynagar,24.00833333,73.35416667,56.36
9.341,30.703,12.311,6.856,8.839,4.991,11.633,30.419,14.011,12.813,10.575,23.615,6.95,0.149,2.33,17.22,Khedbramha,24.02916667,73.05,14.94
7.482,8.11,7.61,6.815,4.206,0.44,4.068,1.931,3.726,3.275,4.39,6.329,4.507,9.244,1.613,4.993,Matoda,24.11111111,73.00833333,5
280.42,179.829,214.699,58.244,84.14,345.501,64.502,15.539,1.17,80.653,324.695,114.224,333.033,187.32,209.302,326.333,Mohabbat gadh,24.16666667,72.72777778,135.5
4.031,5.324,4.056,4.022,1.784,3.069,6.494,2.477,2.846,5.877,2.78,0.752,0.313,4.654,3.436,2.306,Ratanpur2,24.175,72.74583333,5
9.011,12.592,3.598,10.77,11.674,2.756,8.425,3.318,2.933,2.936,0.383,12.659,5.48,0.599,7.507,6.846,Dantiwada,24.18888889,72.76055556,5
1.889,4.332,4.443,4.268,5.023,0.827,6.051,4.485,0.423,6.245,0.797,3.399,4.261,2.553,3.55,4.993,Palanpur2,24.19444444,72.43333333,5
39.873,24.701,36.662,73.269,6.185,17.438,8.259,63.507,64.651,73.153,69.118,45.068,72.643,14.907,18.342,77.196,Ratanpur,24.20833333,72.99861111,54.25
0.82,6.111,7.444,3.281,1.738,6.353,2.589,7.621,7.226,4.926,2.474,9.088,1.378,6.457,8.751,6.253,Dantiwada,24.2775,72.26138889,5
4.949,6.315,4.674,2.523,4.633,2.537,2.073,2.651,3,5.213,6.031,2.609,0.581,5.922,4.096,6.007,Ganapipli,24.29722222,72.94722222,5
3.234,7.295,6.532,5.482,0.561,7.186,1.404,1.114,1.965,4.751,1.76,0.601,6.297,6.107,2.582,1.55,Iqbalgarh,24.34583333,72.5375,5
18.118,13.321,9.475,5.364,20.757,3.868,9.293,13.378,16.104,10.041,10.122,4.822,5.591,17.665,17.76,23.931,Poshina2,24.375,73.03333333,11.82
6.938,76.286,59.145,19.103,5.648,13.426,40.255,64.754,15.146,3.419,76.115,72.932,12.453,58.984,18.003,46.922,Jorapura,24.37972222,72.28972222,28.14
13.178,35.61,44.096,11.761,2.87,6.165,17.326,7.581,14.836,16.209,13.663,25.656,43.626,23.616,12.655,44.363,Kidotar,24.39444444,72.62777778,21.58
42.404,53.162,54.262,14.878,23.996,75.69,45.26,47.927,10.042,32.316,71.291,57.854,32.717,23.491,19.935,36.038,Meda,24.39722222,72.28472222,37.52
7.325,49.477,48.408,0.927,37.161,39.214,42.557,54.601,49.018,33.801,24.825,8.558,10.831,36.375,58.649,49.453,Sodapur,24.40138889,72.29583333,35.68
183.35,225.717,205.871,161.706,243.81,221.435,171.637,39.142,42.521,7.112,152.074,13.771,245.935,219.43,96.179,30.177,Amirgadh,24.40555556,72.64166667,98.15
11.728,20.579,15.213,20.831,10.014,7.342,9.851,0.118,9.947,0.957,7.842,21.31,3.096,7.429,1.643,7.465,Vadgamda,24.40833333,71.69166667,6.18
16.586,12.525,15.058,24.472,8.099,3.457,22.886,23.482,24.465,23.824,7.737,22.998,19.515,24.288,15.928,21.674,Asodar,24.41666667,71.81666667,20.91
188.47,25.242,102.167,244.147,50.659,39.461,16.309,82.073,222.545,28.936,56.476,54.941,32.645,25.995,52.208,245.235,Gangodra,24.43611111,72.36527778,42.21
42.935,23.074,56.468,1.893,8.527,64.436,52.449,49.119,42.194,42.613,33.179,24.509,65.321,29.086,1.219,58.044,Kuchwada,24.46666667,72.25277778,39.84
60.153,31.37,44.355,85.299,31.962,56.574,86.555,121.961,110.119,39.366,93.463,98.244,44.529,89.601,143.462,74.693,Jhat,24.4875,72.35277778,51.14
5.483,10.113,8.913,1.007,12.48,7.044,12.955,3.065,15.014,9.652,2.942,13.895,4.955,11.305,13.691,5.522,Sankad,24.49722222,71.975,9.08
0.371,2.407,2.48,2.33,7.101,3.421,1.385,3.869,1.597,7.215,1.188,2.828,5.909,2.512,1.768,3.349,Manglore,24.51388889,71.69722222,5
30.195,17.941,45.242,18.612,25.476,15.145,32.27,21.286,65.666,35.027,35.174,20.652,53.778,1.3,66.721,44.826,Bharol1,24.52916667,71.54166667,28.71
11.737,2.557,6.123,5.449,12.832,4.361,7.676,9.687,11.549,4.199,5.199,6.063,6.005,6.254,2.863,1.858,Bharol,24.53055556,71.54166667,5
183.003,137.454,175.583,69.582,100.794,141.395,2.247,186.429,117.426,16.591,41.154,200.859,134.592,24.424,48.533,223.282,Khoda,24.65833333,71.76666667,65.94
24.489,15.632,2.126,17.685,21.744,33.531,2.876,23.336,35.064,27.013,11.317,23.212,35.592,33.364,19.672,16.968,SABARMATI AT DHAROI DAM,24.004528,72.853278,24.73
15.494,1.873,11.319,17.374,18.484,10.251,21.688,1.958,1.788,13.695,7.712,12.198,17.974,9.957,22.759,7.471,RIVER SABARMATI AT AHMEDABAD U/S,23.158286,72.673413,11.07
10.024,23.565,14.119,107.422,41.864,38.536,90.611,25.43,101.088,74.408,88.577,104.146,60.121,92.653,16.324,45.197,RIVER SABARMATI AT AHMEDABAD D/S,22.915326,72.515828,60.6
32.45,50.98,54.95,78.539,18.493,22.164,75.672,137.603,40.66,80.035,62.156,71.27,77.578,156.004,8.072,61.441,AMBIKA AT BILIMORA,20.772106,72.951625,82
32.803,0.011,22.159,43.262,7.164,33.241,58.298,57.006,22.03,23.499,5.239,43.579,23.202,52.952,34.335,21.863,KOLAK AT PATALIA BDG.,20.461511,72.886556,25.43
22.156,143.95,21.369,86.461,164.889,131.052,115.322,26.465,58.689,41.233,157.574,36.335,28.522,120.266,98.73,165.784,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,20.358825,72.881708,69.19
1.967,11.741,138.751,102.146,25.836,114.871,163.068,59.127,62.53,49.603,38.602,123.947,91.208,154.657,169.129,131.105,SABARMATI AT KHEROJ BRIDGE,24.22986,73.005317,59.16
4.757,11.509,5.486,4.253,12.293,4.785,8.593,8.478,11.679,0.907,3.173,3.834,2.439,13.303,1.415,6.465,SHEDHI AT KHEDA,22.739321,72.679059,5
21.842,15.747,0.219,14.244,1.992,3.179,16.26,29.166,30.6,23.423,17.044,1.002,14.911,12.156,6.976,10.755,SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA),22.721547,72.530103,19.93
19.786,14.178,37.154,11.916,31.555,28.813,6.797,16.164,18.522,37.702,28.696,32.116,32.353,4.365,19.108,14.135,MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI,23.681975,73.391956,26.81
52.569,26.31,50.734,67.961,75.982,76.386,56.021,4.883,79.675,33.737,33.612,32.937,84.347,4.213,84.729,15.468,WELL AT NAROL AHMEDABAD,22.972906,72.588261,32.43
22.292,37.756,28.123,93.977,11.928,20.85,17.179,29.66,90.79,77.286,14.818,40.773,23.158,78.44,62.277,70.046,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,22.846264,74.291789,59.48
11.663,8.102,9.974,6.722,10.704,3.874,10.437,9.814,1.503,1.195,14.184,13.343,3.336,11.088,2.847,3.559,NARMADA AT BHARUCH ZADESHVAR,21.665906,72.916681,5
8.21,52.918,88.056,4.028,50.775,53.02,23.709,80.907,36.018,63.244,71.141,58.673,77.837,50.969,12.371,62.978,NARMADA AT PANETHA,21.950608,73.584697,58.26
14.13,4.13,20.248,20.615,2.234,25.384,17.204,18.619,21.141,0.164,10.678,5.84,20.479,5.214,12.896,5.277,NARMADA AT CHANDOD,21.983722,73.456331,5
2.591,3.427,5.736,0.166,6.343,4.702,0.144,0.656,5.305,7.611,0.319,0.729,0.544,1.941,6.15,4.462,TAPI AT MANDAVI,21.247908,73.301033,5
15.329,4.931,30.53,49.267,2.063,3.494,23.424,25.971,40.13,7.012,2.906,17.07,13.796,34.554,5.983,26.844,TAPI AT SURAT U/S KATHORE,21.2855,72.935483,12.03
7.47,1.616,5.472,6.743,2.175,2.278,7.174,7.137,4.547,6.233,3.538,6.143,0.222,4.531,5.762,2.305,KANKORIA LAKE AT AHMEDABAD NR. BALVATIKA,23.006731,72.601622,5
166.89,61.522,7.42,116.305,60.347,79.169,164.664,52.835,138.453,93.987,25.052,132.495,11.914,110.191,42.664,121.047,CHANDOLA LAKE AT AHMEDABAD,22.987972,72.589067,88
5.813,1.83,6.508,6.35,12.077,9.541,6.803,0.859,8.809,6.317,10.843,11.539,0.553,5.679,4.46,7.036,AJWAH LAKE AT SRI SAYAJI SABVAR BARODA,22.401206,73.388603,5
16.581,37.154,6.189,14.432,10.415,14.718,27.638,31.132,8.41,34.21,11,30.786,19.168,16.085,31.131,25.906,SURSAGAR LAKE AT BARODA,22.300392,73.205078,30.11
3.911,46.214,73.99,8.029,116.771,37.786,93.85,38.879,11.437,3.81,0.809,2.988,67.727,31.322,5.157,90.501,DAMANGANGA AT D/S OF MADHUBAN DAMAN,20.411819,72.833264,23.08
1.849,5.297,0.82,4.412,0.554,5.038,5.542,3.808,3.623,6.106,3.166,4.999,0.85,4.012,3.39,2.655,SABARMATI AT GANDHI NAGAR CHILODA BRIDGE LEKAWADA,23.245906,72.68218,5
5.964,2.614,13.373,10.252,11.096,0.914,16.927,6.638,15.659,8.159,8.017,3.613,12.426,13.751,10.634,15.138,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,23.031314,72.575114,8.12
20.664,6.508,15.934,24.602,16.608,8.343,0.855,18.141,2.234,26.921,6.791,6.921,14.441,7.666,26.331,3.712,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,23.06353,72.589064,18.71
64.347,48.985,3.986,61.367,81.412,83.085,66.222,64.985,9.865,1.443,41.704,54.442,5.824,13.258,70.284,8.759,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,21.701178,73.021733,20.29
53.872,27.663,2.438,9.511,9.929,19.913,46.812,26.967,71.871,36.418,24.715,33.668,65.97,2.008,63.458,13.752,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,20.342461,72.905403,32.79
28.034,131.089,140.257,83.05,112.352,128.505,67.715,138.617,64.576,101.257,112.012,63.048,66.584,4.66,35.65,86.622,BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,21.763115,70.424313,92.4
12.391,7.447,4.469,9.108,11.327,14.481,4.617,11.202,17.682,12.802,6.742,15.685,10.728,10.232,15.918,18.074,KHARI AT LALI VILLAGE NEAR AHMEDABAD,22.868749,72.627351,11.14
115.163,67.188,66.522,75.937,161.882,115.832,12.032,10.022,156.243,123.389,67.73,115.113,69.759,156.597,45.486,33.304,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,21.111549,73.111601,103.35
16.602,11.006,15.667,24.89,38.982,32.929,28.754,43.614,20.015,44.785,32.624,23.845,16.499,38.367,9.484,41.229,SABARMATI AT MAHUDI JAIN TEMPLE 150 KM. FORM ORIGIN,23.496903,72.796265,34.44
66.016,9.202,79.105,28.064,55.644,37.318,69.204,40.509,8.742,21.801,95.802,39.187,11.238,93.804,51.714,81.684,BALEHWAR KHADI AT N.H. NO. 8,21.223442,72.89572,33.02
92.913,74.96,121.043,1.999,117.445,5.064,44.929,68.671,88.062,46.827,34.701,117.241,21.705,81.717,108.651,65.678,PURNA RIVER ON BRIDGE AT SURAT-NAVSARI HIGHWAY,20.980464,73.016757,58.23
38.2,72.634,52.96,22.825,34.522,82.039,79.568,88.28,64.206,28.742,12.335,68.559,12.085,66.291,4.681,76.381,KAVERI RIVER ON BRIDGE AT BILLIMORA-VALSAD ROAD,20.756033,73.066786,44.91
65.622,164.978,40.312,33.305,140.293,82.284,66.952,25.857,56.899,32.863,43.302,162.339,169.287,139.324,156.825,140.413,MAHI AT UMETA BRIDGE,22.342298,73.052575,77.38
94.085,68.678,128.376,84.834,93.114,104.17,80.712,66.084,130.054,51.762,22.076,152.494,134.139,64.974,79.324,60.88,MAHI AT MUJPUR,22.254744,72.982618,65
72.887,56.818,17.947,22.733,34.469,65.647,59.271,4.32,1.852,3.881,41.919,48.559,3.207,4.521,40.647,66.058,DHADAR RIVER AT KOTHADA,22.023279,70.368724,19.52
34.911,39.197,54.175,37.233,17.872,17.471,9.089,4.757,15.775,36.885,28.06,54.345,34.329,31.295,8.733,56.261,SABARMATI RIVER AT HANSAOL BRIDGE,23.090926,72.629239,34.31
122.838,122.759,55.538,107.221,117.058,1.062,36.002,8.374,122.885,64.833,59.021,81.997,131.372,73.646,28.367,2.937,GROUND WATER AT BHAVNAGAR,21.764472,72.151931,77.31
74.928,40.841,74.823,82.03,38.491,46.589,70.655,2.5,58.043,18.166,49.764,28.391,86.203,19.918,12.829,14.538,GROUND WATER AT AMRELI,21.62,71.230006,30.18
0.695,5.389,7.37,7.918,4.82,6.801,14.328,0.338,10.99,14.513,2.118,16.144,4.436,2.843,10.76,4.741,GROUND WATER AT JUNAGADH,21.522041,70.45785,9.48
80.844,111.078,27.898,101.899,14.164,23.302,123.784,33.488,45.985,120.257,125.666,57.103,5.173,26.072,61.599,96.94,GROUND WATER AT RAJKOT,22.303892,70.802158,94.9
98.565,71.086,53.764,92.885,58.364,60.157,83.954,66.716,77.812,37.256,21.252,58.617,59.437,49.468,82.661,11.848,GROUND WATER AT SURENDRANAGAR,22.720141,71.649491,51.19
6.468,11.772,10.849,6.467,0.798,7.167,7.283,7.433,1.458,2.105,2.661,1.245,0.852,7.015,6.192,9.243,GROUND WATER AT JAMNAGAR,22.470703,70.057739,5
0.729,13.197,9.268,9.01,6.836,4.946,9.657,4.636,6.111,3.049,5.521,6.796,7.283,0.503,16.234,4.55,GROUND WATER AT BHUJ,23.242,69.666933,5
5.648,0.781,17.681,7.393,2.196,9.044,14.455,6.236,10.413,2.465,16.91,1.867,9.974,16.461,15.875,3.226,GROUND WATER AT PALANPUR,24.17405,72.4331,5
2.091,6.127,2.272,0.498,0.816,1.392,3.224,2.951,0.98,5.676,6.035,8.35,5.678,2.579,2.993,6.185,GROUND WATER AT MEHASANA,23.587992,72.369308,5
2.997,3.905,10.379,6.788,10.837,2.212,3.938,1.783,10.373,5.484,11.379,9.737,11.147,2.428,6.872,10.006,GROUND WATER AT SIDDHPUR (DIST.PATAN),23.919619,72.366836,5
16.761,7.553,16.617,14.975,10.553,15.202,2.5,12.502,21.555,1.746,3.391,21.668,9.849,2.131,17.852,17.788,GROUND WATER AT HIMATNAGAR,23.612325,72.960308,5
34.377,72.238,81.902,69.676,17.726,21.972,0.29,97.473,71.191,49.079,36.862,89.028,29.745,79.295,80.068,74.411,GROUND WATER AT NADIAD,22.70001,72.870001,55.99
14.361,16.399,10.673,7.711,0.989,0.96,6.077,1.919,5.808,19.026,3.069,2.588,4.129,2.328,11.712,8.352,GROUND WATER AT DAHOD,22.837931,74.253147,14.15
2.808,7.489,1.865,2.171,1.416,15.56,17.64,7.813,1.784,3.27,12.548,0.545,0.519,6.216,16.456,16.903,VADODARA (INDUSTRIAL-NANDESARI),22.307158,73.181219,5
36.817,41.084,15.002,30.22,25.403,21.228,38.325,6.198,34.435,39.887,37.079,55.715,64.755,52.003,20.506,10.953,ANKLESHWAR (INDUSTRIAL AREA),21.626425,73.015197,40
3.375,6.131,3.099,0.253,3.602,3.806,0.158,1.412,4.789,5.975,3.985,0.42,2.372,4.223,0.538,1.849,PANDESARA (INDSTRIAL) SURAT,21.140667,72.842727,5
8.22,9.427,9.944,0.609,5.907,1.666,13.846,6.486,12.555,4.726,10.197,15.597,15.503,3.906,12.362,16.675,MORA-HAJIRA (INDUSTRIAL) HAJIRA,21.169974,72.673905,6.74
5.652,24.591,41.776,0.711,53.768,39.865,19.558,23.742,46.07,30.519,6.337,11.977,69.074,46.879,56.04,51.038,GABHENI VILLAGE SURAT (INDUSTRIAL),21.086356,72.827622,31.38
0.9,8.522,0.156,6.251,4.261,0.952,2.809,1.8,6.883,3.674,7.847,2.564,7.163,9.651,0.374,2.283,ATUL VILLAGE G.W (VALSAD),20.537319,72.941042,5
161.042,40.32,6.953,72.702,22.103,133.802,133.792,88.856,51.106,66.443,108.702,83.104,80.485,25.547,79.646,87.635,VAPI INDUSTRIAL AREA IN D/S VAPI,20.365136,72.922025,66.59
50.877,55.079,35.634,71.914,20.336,63.172,33.558,15.417,49.473,46.883,39.473,34.404,62.373,58.319,23.173,33.972,SARIGAM VILLAGE (D/S OF INDUSTRIALAREA) VAPI,20.284507,72.854843,48.17
4.226,30.768,10.497,14.438,24.882,12.44,11.585,31.924,6.121,20.063,21.057,12.91,5.121,22.811,33.084,7.32,BOREWELL D/S TSDF SITE GIDC INDUSTRIAL AREA VAPI,20.366667,72.900001,20.72
40.158,138.265,48.994,103.995,163.45,167.756,37.239,125.343,137.99,84.185,26.783,98.506,33.561,156.793,78.496,77.241,THOL TANK (KALOL) (DIST. MEHASANA),23.139908,72.393158,96.43
2.52,5.663,7.108,5.227,6.284,7.536,6.577,1.154,7.052,5.988,2.767,1.391,7.651,0.361,7.759,4.69,NALSAROVAR LAKE (SANAND) DIST.AHMEDABAD,22.799681,72.039422,5
5.341,6.224,0.326,1.385,0.382,0.358,4.803,6.479,2.097,4.341,4.928,6.955,3.134,6.899,5.654,6.766,BINDUSAROVAR SIDDHPUR (DIST.PATAN),23.908353,72.364462,5
1.673,2.379,0.877,7.489,9.387,2.582,8.127,0.186,7.599,7.015,7.859,0.646,1.07,5.113,3.346,2.172,SAHASTRLING SAROVAR ? PATAN,23.862505,72.098387,5
58.175,58.717,16.083,12.877,49.603,47.294,13.304,20.541,38.5,25.568,47.014,19.166,8.858,3.62,47.801,21.929,LAKHOTA TALAV JAMNAGAR,22.465119,70.068231,29.43
1.713,5.923,6.228,6.859,7.338,26.431,0.86,2.32,0.288,22.695,23.724,16.109,28.384,2.022,12.964,24.281,NARSIMEHTA TALAV- JUNAGADH,21.518858,70.454794,15.19
11.714,14.356,5.263,6.505,9.201,6.471,6.343,2.764,5.778,16.523,15.751,24.792,18.215,21.703,9.461,7.13,CITY LAKE OF NADIAD,22.600453,72.763836,15.29
80.574,36.124,104.292,18.899,88.945,30.32,79.037,44.609,172.894,34.337,62.954,150.823,149.65,118.645,144.815,64.717,OLPAD VILLAGE POND:OLPAD SURAT,21.337574,72.753809,54.89
42.089,41.777,2.553,26.864,27.18,36.874,11.491,39.911,31.86,13.065,45.607,15.777,8.339,49.964,20.531,43.859,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,21.631161,72.956485,24.96
47.823,51.168,25.252,115.394,118.485,98.294,2.304,1.852,122.92,115.568,64.068,78.158,120.255,68.654,81.788,57.82,NARMADA AT ZANOR (NTPC) BHARUCH,21.714997,73.042891,85.74
69.56,63.741,26.12,27.564,11.976,29.538,51.842,37.129,16.593,30.213,6.304,65.243,66.851,52.224,13.668,2.364,TAPI AT RANDER BRIDGE SURAT,21.194545,72.811552,42.39
3.129,5.253,0.629,17.722,13.536,17.622,10.888,12.155,9.42,1.115,3.672,0.884,11.758,16.309,0.585,5.847,TAPI RIVER NEAR BARDOLI (KAPP BRIDGE) BARDOLI,21.221618,73.170007,5
1.404,1.898,14.088,8.947,1.585,2.779,8.45,1.908,14.368,6.606,0.01,9.496,1.581,6.133,6.156,3.075,SABARMATI AT AHMEDABAD AT V.N. BRIDGE,22.982611,72.543139,5
32.657,46.731,11.854,3.28,42.153,58.267,53.014,38.353,15.04,37.874,46.585,3.918,33.198,20.258,36.007,10.307,AHMEDABAD-1 BENRAMPURA,23.00557,72.583329,37.04
152.09,30.301,25.048,149.215,119.374,151.059,118.368,53.44,161.044,121.999,96.681,85.205,95.187,22.758,159.598,141.863,AHMEDABAD-2 NAROL SARKHEJ HIGHWAY,22.990861,72.533077,91.97
79.905,31.052,48.907,36.64,54.194,54.088,48.172,53.38,21.324,51.973,63.842,73.238,7.043,45.791,13.857,63.499,KIM RIVER AT SAHOL BRIDGE OLPAD HANSOT ROAD DIST. SURAT,21.461094,72.726327,47.14
0.213,5.002,9.929,3.033,3.892,2.247,4.256,3.919,8.113,5.435,3.499,11.123,2.134,6.849,0.955,7.136,TAPI RIVER AT ONGC BRIDGE AT SURAT DIST. SURAT,21.148919,72.743684,5
3.271,1.937,5.71,1.736,0.36,5.164,3.076,4.697,1.625,6.992,2.855,4.646,6.291,1.591,0.613,1.743,BHOGAVO RIVER D/S OF SURENDRANAGAR.,22.715528,71.672688,5
10.426,8.972,10.089,7.429,1.138,6.058,15.55,15.831,3.374,12.459,11.168,11.909,14.024,4.589,11.461,8.544,NARMADA MAIN CANAL NR. VILLAGE. LIMBADIA DIST. GANDHINAGAR.,23.134936,72.611525,11.16
8.501,13.431,14.323,9.013,12.011,3.236,13.949,7.399,2.88,9.47,6.944,9.676,13.74,7.477,7.675,12.374,TAPI CANAL AT VILLAGE UMARWADA NEAR GIDC ESTATE OF PANOLI.,21.589419,72.975333,10.14
2.526,4.994,3.141,0.059,6.74,4.794,2.116,0.378,3.524,6.547,2.734,1.105,2.477,3.617,1.012,2.26,DHAROI DAM DIST. MEHSANA.,24.004247,72.854736,5
6.256,4.017,4.019,9.094,2.116,7.309,7.397,1.512,9.066,5.344,10.124,0.274,6.79,3.942,4.061,7.18,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,21.609869,73.007261,5
0.357,26.804,65.77,85.573,44.113,90.38,38.531,9.475,0.917,34.039,58.72,58.097,69.315,32.233,70.611,67.045,MOTICHER LAKE NEAR KAKARPAR ATOMIC POWER STATION DIST. SURAT.,21.244819,73.355505,32.89
69.553,44.569,74.52,52.363,20.999,10.121,48.638,37.135,55.379,13.293,10.15,5.809,44.129,29.124,59.765,36.579,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,22.357715,70.939848,27.62
6.431,41.875,30.064,14.17,111.26,9.433,88.928,30.967,29.52,52.148,95.575,15.244,97.691,20.549,94.965,102.295,MASMA KHADI- OLPAD- SARAS ROAD,21.296333,72.760033,47.57
4.737,1.135,4.671,1.675,6.515,4.951,6.194,4.217,6.494,6.268,4.488,0.688,3.708,6.161,3.192,5.005,AMLAKHADI CREEK AT PUNGAM.,21.615413,72.941847,5
61.356,72.648,17.017,24.397,8.856,15.226,36.625,40.071,13.619,2.769,14.691,6.714,47.693,57.824,1.481,68.004,TRIVENI SANGAM NR. SOMNATH TEMPLE VERAVAL DIST. JUNAGADH.,20.882324,70.414066,29.29
110.343,11.455,57.83,65.123,132.794,43.462,112.023,159.718,104.063,10.785,141.659,59.616,139.429,140.538,113.032,114.545,BORE WELL OF CHHATRAL GIDC.,21.093078,72.857456,49.37
36.081,7.285,42.918,6.97,44.752,44.595,39.429,18.754,31.165,25.017,2.999,49.487,31.095,50.356,22.623,9.115,BORE WELL OF PALSANA VILLAGE.,21.082075,72.985392,25.49
30.364,10.717,72.717,78.563,24.238,6.78,49.161,17.275,68.313,77.52,19.54,59.911,66.742,40.541,39.958,52.47,BORE WELL OF SANTEJ VILLAGE.,23.101706,72.474661,54.26
51.04,64.495,74.974,20.882,11.818,60.066,49.995,54.078,10.058,74.971,33.046,75.079,34.029,49.073,73.438,77.655,BORE WELL AT MSW DISPOSAL SITE OF SURAT MUNICIPAL CORPORATION AT VILL. KHAJOD DIST. SURAT.,21.116142,72.788028,64.94
27.443,67.546,41.091,100.183,32.337,46.469,64.324,39.424,11.552,66.38,18.178,52.556,51.73,6.807,98.565,104.133,B/W- HAZARDOUS W. DISPOSAL SITE (GUJ. ENVIRO P.&amp; I. LTD. ),21.105792,72.805043,55.83
41.468,3.01,23.603,12.026,107.827,93.983,35.072,3.804,88.343,96.042,9.317,14.777,15.162,26.429,11.061,13.624,BORE WELL OF SACHIN GIDC.,21.093078,72.857456,57.27
100.274,38.838,28.892,102.667,20.459,96.02,18.117,53.922,32.939,73.878,34.344,73.517,65.002,87.784,27.666,90.928,B/W NEAR INDL. AREA BORASARA &amp; NAVAPURA DIST. SURAT.,21.196517,72.830936,67.11
71.373,54.427,58.465,10.207,30.781,74.598,68.668,16.24,14.194,9.4,8.107,3.463,30.804,63.285,55.517,60.514,WELL AT OLPAD.,21.340136,72.755392,30.03
75.083,26.481,45.508,87.531,87.877,106.886,48.087,44.819,45.418,67.423,62.638,85.512,51.145,34.032,55.174,95.379,BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,20.94645,72.949736,55.28
14.048,11.739,3.6,5.428,2.88,6.553,6.989,3.569,13.608,0.888,2.003,3.386,7.901,10.001,3.219,1.842,WATER WORKS OF NAVSARI NEAR DHUDIA TALAV.,20.947567,72.930205,5.07
7.031,0.365,0.508,2.757,2.097,5.324,2.155,5.804,0.208,7.085,2.896,0.111,7.556,1.591,3.201,0.642,WELL OF BARDOLI AT REST HOUSE.,21.120001,73.120001,5
68.744,74.413,72.482,3.166,26.59,6.801,62.513,41.208,19.342,45.869,31.335,4.622,6.476,37.923,73.859,23.084,WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON AT ANKLESHWAR- RAJPIPLA ROAD,21.626625,73.014386,48.8
91.681,132.804,53.503,106.668,131.348,57.056,44.324,23.161,6.807,126.433,108.649,83.902,109.334,89.071,59.291,107.526,BORE WELL AT STP MADHAPAR DIST. RAJKOT.,22.325303,70.768797,112.08
12.041,18.68,24.601,17.873,7.504,7.426,17.288,20.388,6.443,18.159,20.222,19.365,14.929,10.031,14.149,14.274,BORE WELL SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ) VILL. BAVLA DIST. AHMEDABAD.,23.080616,72.66693,17.01
