sample_id,lat,long,as,cd,cr,cr+6,pb,hg,ni,cu,zn,fe,mn,co,al,se,sb,ba,v
Ratadi,21.72027778,69.51194444,0.004148753,0.000945227,0.014119336,0.021235232,0.003978082,0.000259517,0.001959668,0.667587232,1.093036108,0.114858509,0.04693618,0.019582638,0.056375352,0.002876419,0.000963767,0.156404052,0.024319143
Lathi,21.72083333,71.38333333,0.014068866,0.005071497,0.08409291,0.084551659,0.015914565,0.001436197,0.032816732,2.486717862,4.178344501,0.401090395,0.154888421,0.078488962,0.278160096,0.015316014,0.008684046,1.106032663,0.072291549
Tajpur,21.725,71.46666667,0.000877798,0.001167341,0.013718156,0.015022371,0.003619271,0.000300957,0.00442227,0.45746053,1.051706282,0.085943711,0.00699649,0,0.07600415,0.00236021,0.002089301,0.163284815,0.01289099
Bhensli,21.725,72.75,0.009153755,0.003055081,0.029769786,0.045117544,0.008011494,0.000730494,0.016632467,1.373964218,2.909481602,0.233498577,0.081467766,0.051684331,0.158338625,0.009066669,0.004857067,0.510807351,0.042085676
Khota amba,21.73333333,73.475,0.003859566,0.000884948,0.017636905,0.019522285,0.004889743,0.000339496,0.007600766,0.503326375,1.061126559,0.104108108,0.038169881,0.018798869,0.067335844,0.003901514,0.001794227,0.168084677,0.017883849
Motagundala,21.73472222,70.50138889,0.014277523,0.004189753,0.07010234,0.077348274,0.01485267,0.0014517,0.028347461,2.037483858,4.152152728,0.381241266,0.137610045,0.063662486,0.292025437,0.012783845,0.005945648,1.056532121,0.073963444
Simodra,21.74166667,73.20833333,0.00757977,0.00229322,0.032338051,0.037768886,0.008155953,0.000911305,0.016359141,0.847577327,2.381353713,0.222215329,0.072600556,0.032318775,0.148829238,0.007964033,0.003745671,0.451751477,0.037326854
Bhutia,21.74722222,71.7,0.023980333,0.007173079,0.137817922,0.122612766,0.024547912,0.002529143,0.047877522,3.502499661,7.813282171,0.732689471,0.252144715,0.122061742,0.479017838,0.024422028,0.012312484,1.866959488,0.134197109
Upleta1,21.74861111,70.275,0.02724417,0.00792692,0.136415311,0.134199641,0.029725614,0.002731163,0.057110396,4.123432195,8.918789128,0.876662708,0.269159423,0.142740574,0.583151103,0.028569492,0.014230582,2.090060604,0.139547662
Pedhla,21.75138889,70.59166667,0.035680447,0.010751291,0.175227743,0.175831536,0.035476042,0.00379835,0.071750025,5.360525119,10.14648356,1.066440366,0.361644494,0.175889207,0.667366533,0.035142389,0.018323474,2.473974416,0.171518162
Palkhada1,21.75833333,69.4875,0.011338502,0.004001122,0.064277951,0.061702039,0.011042254,0.001344238,0.025027671,1.808682831,3.331759306,0.313009783,0.130561025,0.055851496,0.276264707,0.013231697,0.005839609,0.880546261,0.0589349
Bakharla,21.76472222,69.66111111,0.007418298,0.002030583,0.030586069,0.03553561,0.004733336,0.000453319,0.014020239,0.75890918,1.741504923,0.1583346,0.068366498,0.036730599,0.109599722,0.005003885,0.003532463,0.535601136,0.031729337
Bhavnagar1,21.76666667,72.15,0.027822976,0.007529545,0.134766435,0.131452551,0.025668417,0.002768511,0.053926819,3.743153178,7.623642111,0.812081089,0.267422403,0.128582895,0.52533749,0.024414248,0.012770521,1.780443731,0.124300684
Babda,21.77,69.58805556,0.000451863,0.000576009,0.004666688,0.005049557,0.000769906,6.87E-05,0.002021503,0.208591415,0.015982636,0,0.013216541,0.002439794,0.023476504,0.001136928,0.000111312,0,0.005343184
Jetpur pithad.,21.775,70.63333333,0.011147736,0.003662541,0.050586672,0.062812232,0.010371295,0.000968626,0.018752202,1.619445989,3.341244687,0.350332161,0.111573839,0.053408685,0.269105029,0.009853168,0.005115898,0.783337219,0.059871068
Visavada Mul Dwarka,21.78555556,69.44638889,0.018089505,0.005441806,0.087575035,0.087890749,0.017473463,0.001757895,0.034205122,2.453207519,5.021150312,0.497001891,0.150948534,0.07831255,0.308947214,0.014998911,0.008224679,1.085451046,0.078853855
Nirnavi,21.79166667,72.66805556,0.0307921,0.009296217,0.144138643,0.153695853,0.031558739,0.002964083,0.057632494,4.644723429,9.016337813,0.867679367,0.286672877,0.138349078,0.569572053,0.030199281,0.014666989,2.131345515,0.151144991
Hanumangadh1,21.79305556,69.80277778,0.005883193,0.002069136,0.041854375,0.044957428,0.0089337,0.000733436,0.014131959,1.12584703,2.296873364,0.185040172,0.077055968,0.03725693,0.130403291,0.008431814,0.004063218,0.555454047,0.034965931
Dhasa,21.8,71.50833333,0.003677237,0.000915473,0.009573924,0.02087684,0.003879107,0.000340286,0.005788842,0.355952342,0.679467024,0.118133693,0.059001702,0.021549952,0.060322672,0.003774602,0.001671041,0.300057109,0.023149843
Jalia,21.8,71.61666667,0.007061505,0.001951085,0.035672782,0.023674216,0.007517484,0.000508607,0.014962292,0.96874809,1.93207875,0.182481494,0.081392465,0.041834761,0.161003084,0.00799347,0.003133859,0.415998905,0.03679263
Porbada,21.8,71.7,0.001318608,0,0.003332117,0,0,0.000151848,0,0.046866663,0.123124025,0.023068889,0.018143847,0.005144035,0.026685891,0.002331741,0.000237651,0.028686671,0
Khambodar,21.80833333,69.60138889,0.003437572,0.001461769,0.021816774,0.026070376,0.004540914,0.000432864,0.005617152,0.698772625,1.308563336,0.177027758,0.039219481,0.013126818,0.099387749,0.005783248,0.002129833,0.311248353,0.019304509
Bhavpura,21.80972222,69.40833333,0.008224893,0.002010498,0.032755871,0.030248945,0.00725324,0.000573375,0.012214694,1.182314479,2.18885716,0.248752135,0.086309949,0.039778455,0.12026995,0.007808977,0.003396867,0.362615849,0.027284267
Chavand,21.81666667,71.4125,0.025366432,0.007260454,0.130635057,0.12775406,0.024824541,0.002644831,0.048077376,3.875773281,7.957200555,0.782292149,0.249330413,0.123851681,0.485016341,0.024135723,0.012414983,1.758359059,0.135682955
Devaliya,21.82083333,71.10833333,0.00779437,0.001965206,0.035200964,0.023533492,0.005661703,0.00053487,0.012174349,0.531662466,1.31493779,0.217507995,0.062312771,0.029742702,0.155254182,0.007717987,0.003155704,0.384693644,0.029566447
Timbi2,21.83166667,71.76611111,0.018579907,0.005701434,0.10042389,0.095448919,0.019122634,0.001528315,0.039724658,2.562315257,4.977005649,0.536481982,0.173043881,0.085460346,0.319751993,0.018168391,0.008393729,1.194224419,0.086737171
Miyani,21.83333333,69.38888889,0.009363922,0.003099648,0.054920088,0.055989856,0.010448907,0.001095708,0.019918906,1.78713356,3.353235342,0.336026079,0.11184707,0.049396565,0.206560618,0.010174289,0.005285398,0.7950414,0.044593983
Ringani,21.84166667,73.46666667,0.029719799,0.009010797,0.149767039,0.154975657,0.030668734,0.003077742,0.055286353,4.386650139,8.87186459,0.914428329,0.300033159,0.159341846,0.600296157,0.030437523,0.014930606,2.103654197,0.143666951
Umrala,21.84722222,71.80833333,0.025026388,0.007176088,0.114619148,0.115816495,0.024326126,0.002392063,0.045754124,3.811821256,6.923741177,0.719287134,0.22456199,0.118032085,0.472304148,0.025957104,0.011691645,1.641768702,0.117588787
Sunderpura,21.84722222,73.53611111,0.019971806,0.006276589,0.116870842,0.123919497,0.023519562,0.002356156,0.044807919,3.55560981,6.929735196,0.724921257,0.223514389,0.110490774,0.434216253,0.021645829,0.011188623,1.687071292,0.114397581
Virpur1,21.85,70.69583333,0.018614427,0.005511321,0.087722567,0.089767041,0.016769638,0.001813853,0.034950576,2.257543959,4.967209902,0.529792955,0.196411284,0.083441236,0.338255965,0.018077849,0.008726072,1.177056702,0.080337645
Modpar,21.85833333,69.80833333,0.002108508,0.000508182,0.008488333,0.001191714,0.002074891,0.000200962,0.002639861,0.294685082,1.159403402,0.114480392,0.00670921,0.006670287,0.045791329,0.003732084,0.000531452,0.143404715,0.007126362
Hirapura,21.86805556,73.6,0.009122661,0.002562492,0.039512275,0.041785674,0.005851156,0.000595562,0.013499854,1.181563993,2.538180064,0.243078374,0.075578561,0.045252177,0.152471784,0.007825408,0.004021297,0.554995126,0.047225705
Vallbhipur,21.88333333,71.875,0.005198449,0.001036624,0.0295257,0.017302697,0.005217896,0.000501924,0.008960837,0.689236218,1.177672174,0.162358186,0.057056526,0.026514169,0.091502599,0.005296671,0.001928204,0.321937241,0.032489477
Mojiwana,21.88583333,69.60027778,0.003238833,0.000642244,0.011978387,0.007863624,0.003332013,0.000181285,0.003378568,0.480809187,0.842586061,0.062569871,0.012703546,0.015356867,0.014316854,0.003893187,0.001392163,0.142913713,0.001104552
Jasapur,21.89166667,70.48333333,0.038431981,0.011753143,0.199295312,0.1912023,0.036959779,0.003988756,0.075287155,6.010174252,11.41771423,1.104348575,0.382078523,0.180749597,0.755164701,0.037906806,0.019124287,2.666053061,0.194170481
Garudeshwar,21.89166667,73.65,0.019933976,0.006132764,0.094962453,0.099067722,0.019067728,0.001966428,0.042274879,2.722978214,6.098481757,0.596369445,0.19054279,0.096292933,0.383406625,0.019925233,0.009426829,1.338230947,0.084140948
Lambha 1,21.89888889,69.32361111,0.017469174,0.005246547,0.09131177,0.085259998,0.018546301,0.001656138,0.033088815,2.585523731,5.458730873,0.499720397,0.158018114,0.090487888,0.338640091,0.018223833,0.009458075,1.202968239,0.098565463
Balwa,21.90416667,69.95833333,0.003851009,0.000517838,0.006651067,0.008848121,0.003919412,0.000337622,0.003395829,0.315523404,0.292581593,0.079063914,0.02258568,0.010289603,0.063961529,0.003743136,0.001123461,0.099483615,0
Mota kalawad,21.90833333,69.82916667,0.016105785,0.00535005,0.091651176,0.084745042,0.016719283,0.001765029,0.035027187,2.886602258,5.718422062,0.522414135,0.18848234,0.089888214,0.36880086,0.017547852,0.008281273,1.21355253,0.094646378
Sinor,21.9125,73.34166667,0.006888965,0.001841589,0.038114813,0.027912316,0.006748433,0.000653102,0.013868359,1.117361503,2.449884188,0.173170083,0.052105775,0.027235626,0.141718305,0.007263435,0.003373859,0.519121206,0.039572393
Ambardi,21.91638889,69.85805556,0.008756504,0.002048893,0.044739129,0.049931238,0.010424929,0.000787906,0.020613062,1.291671245,2.279019864,0.225194791,0.08040813,0.04132771,0.177687633,0.006589682,0.004574471,0.543910789,0.042375354
Adwana2,21.91666667,69.6,0.021152585,0.006846091,0.112124502,0.124267844,0.021098328,0.002000306,0.045354104,3.483076891,7.011746201,0.676029648,0.240555288,0.119918443,0.47590248,0.022026736,0.011278312,1.62016489,0.107442079
Chordi,21.91666667,70.74861111,0.002521637,0.000736182,0.011902135,0.018431001,0.003060597,0.000390056,0.004401608,0.444054396,0.766034658,0.075614022,0.02225936,0.009220955,0.067899038,0.001911156,0.001129004,0.14155335,0.010417449
Untvad,21.91666667,71.21666667,0.004814483,0.001901463,0.024959799,0.039241381,0.006718563,0.00069689,0.012964188,0.891796782,1.258065403,0.142898141,0.075021786,0.033477932,0.148448017,0.008110145,0.003375896,0.44040864,0.032984848
Roja tankaria,21.91666667,72.79166667,0.003077819,0.000968927,0.005411772,0.016517006,0.003942671,0.00040685,0.004402731,0.199591172,0.792979013,0.093164425,0.002418668,0.01764964,0.034047812,0.000850538,0.000979607,0.159319119,0.012121714
Umrali,21.91944444,70.60416667,0.003363875,0.000879628,0.006138715,0.009135978,0.001629198,0.000241022,0.006112848,0.394590883,0.816136248,0.0755524,0.041732857,0.010038612,0.04340096,0.003489974,0.001703316,0.15339553,0.012257824
Rasela,21.925,73.49166667,0.00252166,0.001030773,0.014111676,0.013245154,0.001752726,0.000164129,0.003053559,0.559611716,0.21242532,0.111114654,0.034166124,0.015323937,0.083001315,0.002863073,0.001102181,0.141291815,0.007165799
Bhanvad,21.92777778,69.79583333,0.047239803,0.01431267,0.235533653,0.231352623,0.045865573,0.004698203,0.095644649,7.105483263,13.50200256,1.373685607,0.471823947,0.225105815,0.953130571,0.047787721,0.023164359,3.343653345,0.244399099
Raval,21.92972222,69.49194444,0.00521459,0.00123688,0.031423066,0.021217528,0.004127657,0.000531559,0.011283183,1.062685895,2.010301359,0.213347289,0.068853745,0.037787647,0.141789767,0.006890947,0.003018578,0.308001101,0.025891404
Jamwali,21.93333333,70.76666667,0.002948232,0.000583478,0.013331638,0.0204803,0.003209382,0.000370194,0.003475791,0.446696167,0.453302578,0.085351675,0.023245282,0.000933374,0.061030319,0.002823509,0.001318369,0.115752593,0.011006722
Simar,21.94694444,69.68583333,0.003831619,0.000732934,0.008519766,0.012064953,0.002018992,0.000318502,0.007779302,0.024793077,0.317743728,0.110293419,0.028809152,0.008857852,0.008656653,0.00158285,0,0.177707146,0.01309169
Drafa,21.95833333,70.075,0.00299244,0.000640965,0.00915314,0.006379576,0.000803221,0.000192294,0.007286317,0.625789509,0.781174152,0.057783865,0.020862696,0.000518662,0.035637803,0.004071745,0.000422874,0.226978241,0.0050443
Kotadapitha,21.95833333,71.20416667,0.004604872,0.001160592,0.017362889,0.015602981,0.005141466,0.000451525,0.010187942,0.813712765,1.038194867,0.103205633,0.045338609,0.020672161,0.087666758,0.004203446,0.001674167,0.310050611,0.018396962
Ayodhayapuram,21.96027778,71.88638889,0.014170268,0.00375968,0.064951792,0.072044043,0.013502758,0.001371729,0.027771212,2.305084158,4.343290845,0.375942572,0.140908786,0.070495887,0.318121651,0.013891768,0.007795971,0.982216805,0.072311144
Gogavadar,21.96666667,70.875,0.004266213,0.00131692,0.027682818,0.021269572,0.005611614,0.000473853,0.008731935,0.538712553,1.32617511,0.121374234,0.051742223,0.024607365,0.097431797,0.003892501,0.00186419,0.316076177,0.026736872
Gadhada2,21.96666667,71.57916667,0.03897773,0.011315184,0.196594726,0.196589647,0.038729894,0.00405696,0.078721294,5.45392885,11.68564234,1.13091648,0.395672541,0.197025265,0.817770806,0.039309341,0.02019643,2.718601579,0.18905617
Hadmadiya,21.97805556,70.62305556,0.005879458,0.001754863,0.039142686,0.039105443,0.00716069,0.000518187,0.01285446,1.09859878,1.804343003,0.198023033,0.073611692,0.034634668,0.151039682,0.006302818,0.003345396,0.470556739,0.029441899
Khirsara,21.97916667,69.6,0.015663188,0.004697159,0.077082787,0.079357912,0.016802978,0.001607075,0.034501281,2.439933404,4.934382439,0.44993117,0.151613083,0.070258205,0.335712856,0.017412956,0.007836631,1.135793292,0.077566679
Kaprali,21.97916667,73.94166667,0.005644934,0.001907669,0.021854474,0.034077506,0.004406784,0.000356199,0.011532206,0.837243789,2.030812138,0.124471847,0.047944635,0.024276799,0.103608428,0.005599448,0.002537588,0.411840691,0.030329269
Bhogat1,21.99166667,69.24583333,0.013453603,0.003888974,0.062180176,0.057024788,0.010174629,0.001159067,0.026153168,1.901068652,3.998160444,0.392902742,0.127698651,0.059929776,0.27893236,0.011744279,0.005968591,0.995251976,0.056362656
Tankari,21.99166667,72.675,0.001732133,0.000580015,0.014990106,0.024049725,0.003271444,0.000413146,0.005272348,0.215508384,0.93138109,0.141634682,0.033201866,0.014205397,0.057810114,0.001315981,0.001631159,0.203748644,0.023700661
Mota Dadwa,21.99833333,70.99388889,0.004616337,0.001229399,0.023929441,0.014714251,0.004033005,0.000521655,0.009249175,0.617409589,0.842828391,0.095505848,0.052668316,0.023238174,0.105884062,0.005264901,0.001891857,0.328255285,0.016022743
Moti chikhali,22.01111111,74.08333333,0.016548081,0.005038805,0.088123866,0.093252257,0.016556078,0.001526449,0.030579744,2.241820343,4.794541138,0.491876384,0.153329358,0.081709535,0.3157832,0.01659148,0.008552225,1.190075209,0.082427065
Kalyanpur2,22.01666667,69.39166667,0.014072275,0.004947092,0.081513245,0.075832674,0.016410351,0.001697717,0.02862284,2.403577246,4.796275162,0.423912666,0.1609254,0.073831924,0.290509729,0.016077106,0.008343464,1.130615439,0.082782059
Ningala,22.01805556,71.7,0.015218026,0.004414237,0.075368671,0.07313072,0.014687392,0.001504718,0.02821336,2.356674256,4.82617304,0.480678469,0.156735807,0.067983879,0.282173465,0.016137653,0.006328975,0.94759896,0.078030273
Manapur,22.01888889,69.88388889,0.003402907,0.001055126,0.024225115,0.025357934,0.003009003,0.00051125,0.004971425,0.409747787,1.155343917,0.12828877,0.037723878,0.02161219,0.062007223,0.004202875,0.00143382,0.229182446,0.019648323
Kalithad1,22.01944444,70.66027778,0.008176666,0.002591829,0.041820683,0.03981914,0.007705071,0.000869763,0.015491899,1.108998099,2.329037952,0.232206199,0.07169279,0.037659641,0.152629619,0.008363254,0.004409633,0.51134496,0.037717487
Viranagar,22.025,71.125,0.00596455,0.001461243,0.026029968,0.023166132,0.004851428,0.000347556,0.008957457,0.819576997,1.514222739,0.147974804,0.068040649,0.028791178,0.0870283,0.005247757,0.002079366,0.403769598,0.033569007
Sindhav,22.02694444,72.63611111,0.004748823,0.001860526,0.027834958,0.030753859,0.0045024,0.000426476,0.015571535,0.928048088,1.547226813,0.2116951,0.067444881,0.028175359,0.09909316,0.007225564,0.002771326,0.431059085,0.035386746
Seth vadala,22.03333333,70.125,0.001650851,0.000228031,0.010653505,0.011068415,0,0.000107196,0.003453048,0.068002692,0.066237745,0.037264241,0.014675167,0.008856838,0.020711019,0.001453724,0,0.128290192,0.000906937
Motagop,22.0375,69.875,0.009349136,0.002700727,0.041229643,0.030280878,0.008618105,0.000761936,0.018421435,1.179659553,2.092751331,0.238496101,0.090089085,0.046291044,0.154142309,0.009729484,0.004338814,0.574066584,0.041062381
Sengpur,22.0375,73.8875,0.008630886,0.002967403,0.044367907,0.052492969,0.009651271,0.000871841,0.017478878,1.168612793,2.78642148,0.322898284,0.104765747,0.050654599,0.205052157,0.010395719,0.004457304,0.595680907,0.048892721
Jasdan,22.04444444,71.21388889,0.021036987,0.006622925,0.109545507,0.10047387,0.020681537,0.002010368,0.044712404,2.988674099,6.034352843,0.626880723,0.202778106,0.099023472,0.402547529,0.01928098,0.009668693,1.428229386,0.106389665
Namaria,22.04444444,73.62222222,0.007326259,0.002396277,0.039557103,0.035806056,0.00753976,0.000556863,0.015565016,1.13165984,2.022700207,0.218980235,0.057311579,0.033986135,0.127834455,0.007333383,0.004332655,0.499875387,0.039113803
Jambusar1,22.05,72.8,0.006247942,0.001819319,0.030480508,0.029164229,0.004435288,0.000563238,0.010039696,0.711941647,1.008592971,0.167012266,0.051342288,0.027039157,0.108205171,0.005578412,0.003234811,0.281074689,0.030053469
Jambusar2,22.05,72.8,0.00579761,0.002406858,0.026250981,0.039246841,0.008719836,0.000705807,0.014063825,0.977493654,1.985310623,0.222177345,0.061362634,0.028858758,0.184234808,0.00560693,0.004162816,0.6002262,0.023227964
Jasdan2,22.05833333,71.22083333,0.038766733,0.011352035,0.181767975,0.191892819,0.039121691,0.003725059,0.078651094,5.60225123,10.92578438,1.055763854,0.383139122,0.195190844,0.737867477,0.037734521,0.018065624,2.600539777,0.192621139
Tatam,22.05833333,71.63333333,0.010340533,0.002836322,0.057958393,0.045037113,0.010892855,0.000987757,0.025052493,1.590208162,2.454829722,0.287893776,0.107303906,0.053184751,0.168832932,0.008939948,0.004884316,0.81030115,0.040653535
